bill,year,date_intro,title,act,sector
H.445,2015,3/10/15,An act relating to eight-year driver's licenses and identification cards,,
H.439,2015,3/10/15,An act relating to eliminating the Vermont sales and use tax,,
H.471,2015,3/10/15,An act relating to ending child homelessness in Vermont,,
H.427,2015,3/10/15,An act relating to energy conservation standards for incandescent lamps,,
H.384,2015,3/10/15,An act relating to equal reimbursement for chiropractic physicians,,
H.395,2015,3/10/15,An act relating to establishing a carbon pollution tax,,
H.412,2015,3/10/15,An act relating to establishing a carbon pollution tax,,
H.424,2015,3/10/15,An act relating to establishing a joint committee on State employee compensation,,
H.415,2015,3/10/15,An act relating to establishing a public database of health care contracts,,
H.475,2015,3/10/15,An act relating to establishing the financing mechanisms for Green Mountain Care,,
H.469,2015,3/10/15,An act relating to fees paid to deputy sheriffs and their assistants for transport,,
H.413,2015,3/10/15,An act relating to food and lodging establishments,,
H.362,2015,3/10/15,An act relating to freezing appraisal values for taxpayers 65 years of age or older until subsequent transfer,,
H.403,2015,3/10/15,An act relating to funding the Traumatic Brain Injury Fund,,
H.464,2015,3/10/15,"An act relating to gender equality on State boards, commissions, and similar entities",,
H.473,2015,3/10/15,An act relating to gender-neutral facilities in State buildings,,
H.369,2015,3/10/15,An act relating to health care and labor relations for school employees,,
H.444,2015,3/10/15,An act relating to helmet and seating capacity requirements for snowmobile and ATV operation,,
H.397,2015,3/10/15,An act relating to immunity from liability for health care professionals providing volunteer health care services,,
H.436,2015,3/10/15,An act relating to implementing changes related to the renter's rebate,,
H.425,2015,3/10/15,An act relating to imposing a modified hiring freeze in State government,,
H.391,2015,3/10/15,An act relating to increasing expanded learning opportunities,,
H.410,2015,3/10/15,An act relating to increasing penalties for fish and wildlife violations,,
H.457,2015,3/10/15,An act relating to increasing the penalties for dispensing and trafficking heroin and methamphetamine,,
H.452,2015,3/10/15,An act relating to increasing the voting requirements for school budgets that exceed the cap on education spending,,
H.378,2015,3/10/15,An act relating to independent contractors,,
H.430,2015,3/10/15,An act relating to independent investigation of a death or serious injury involving a law enforcement officer,,
H.381,2015,3/10/15,An act relating to installation of security cameras at the Randolph park and ride,,
H.434,2015,3/10/15,An act relating to law enforcement and fire service training safety,,
H.385,2015,3/10/15,An act relating to liability insurance and transportation network companies,,
H.388,2015,3/10/15,An act relating to limiting seller liability in products liability actions,,
H.379,2015,3/10/15,An act relating to limiting the Department for Children and Families' ability to seek child support from parents,,
H.409,2015,3/10/15,An act relating to lobbying disclosures,,
H.437,2015,3/10/15,An act relating to lowering the cap for income sensitivity adjustments,,
H.443,2015,3/10/15,An act relating to maintenance of class 4 town highways and public trails,,
H.468,2015,3/10/15,An act relating to making records of first offense DUI convictions eligible for expungement,,
H.368,2015,3/10/15,An act relating to making the sixth conviction of the same misdemeanor punishable as a felony,,
H.474,2015,3/10/15,An act relating to mandatory mediation in divorce proceedings,,
H.417,2015,3/10/15,An act relating to measuring quality in payment reform initiatives,,
H.441,2015,3/10/15,An act relating to medical malpractice actions,,
H.451,2015,3/10/15,An act relating to nano breweries,,
H.453,2015,3/10/15,An act relating to permitting registered marijuana testing facilities,,
H.423,2015,3/10/15,An act relating to portability of Vermont Student Assistance Corporation grants and scholarships,,
H.429,2015,3/10/15,An act relating to prevention of driving under the influence,,
H.374,2015,3/10/15,An act relating to prohibiting the confinement of gestating sows,,
H.460,2015,3/10/15,An act relating to prohibiting the use of lead ammunition for the taking of wildlife,,
H.377,2015,3/10/15,"An act relating to Public Service Board siting review and to ""community"" generation facilities",,
H.466,2015,3/10/15,An act relating to recognizing the rescue dog as the State Dog,,
H.438,2015,3/10/15,An act relating to reducing the capital gains exclusion,,
H.432,2015,3/10/15,An act relating to reduction of the General Assembly weekly salary,,
H.389,2015,3/10/15,An act relating to rental assistance,,
H.418,2015,3/10/15,An act relating to requiring a town to conduct an additional audit when its town clerk and treasurer are the same individual,,
H.461,2015,3/10/15,An act relating to requiring massage therapy registration,,
H.440,2015,3/10/15,An act relating to requiring parental notification prior to performing an abortion on an unemancipated minor,,
H.431,2015,3/10/15,"An act relating to requiring that the Attorney General propose a State false claims act and creating an incentive program to report waste and fraud in State government programs, contracts, and services",,
H.450,2015,3/10/15,An act relating to residential rental agreements,,
H.456,2015,3/10/15,An act relating to residential rental agreements,,
H.449,2015,3/10/15,An act relating to scholarships for active duty members of the Vermont National Guard,,
H.386,2015,3/10/15,An act relating to services and providers of services for Vermont elders,,
H.404,2015,3/10/15,An act relating to serving wine and beer during special events at a retail store,,
H.416,2015,3/10/15,An act relating to smoking outside places of public access,,
H.470,2015,3/10/15,An act relating to the authority of municipalities to regulate town highways,,
H.454,2015,3/10/15,"An act relating to the definition of ""blighted area""",,
H.467,2015,3/10/15,An act relating to the dissemination of adoption information materials at health care facilities,,
H.426,2015,3/10/15,An act relating to the expansion of raw milk sales,,
H.398,2015,3/10/15,An act relating to the Human Services Board,,
H.376,2015,3/10/15,An act relating to the limitation of food and beverage advertising on public elementary school grounds,,
H.375,2015,3/10/15,An act relating to the permitting of ecological toilets and greywater systems,,
H.420,2015,3/10/15,An act relating to the qualifications for candidates for Adjutant and Inspector General,,
H.406,2015,3/10/15,An act relating to the renewal of tax liens,,
H.408,2015,3/10/15,An act relating to the retrieval of domestic animals from the real property of another owner,,
H.455,2015,3/10/15,An act relating to the siting process for facilities subject to Public Service Board review,,
H.392,2015,3/10/15,An act relating to the transfer of funds between the Departments of Mental Health and of Health,,
H.447,2015,3/10/15,An act relating to the Vermont Hospital Security Plan,,
H.442,2015,3/10/15,An act relating to trustee process of income tax refunds and renter rebates,,
H.364,2015,3/10/15,An act relating to underwriting motor vehicle insurance and credit history,,
H.366,2015,3/10/15,An act relating to updating Vermont law regarding federal law enforcement officers in accordance with federal Homeland Security law,,
H.400,2015,3/10/15,An act relating to various changes to judicial procedure,,
H.396,2015,3/10/15,An act relating to various reforms of the environmental permitting process,,
H.422,2015,3/10/15,"An act relating to verifying residency, eliminating ""bill-backs,"" and permitting elementary school designation in school districts that pay tuition",,
H.407,2015,3/10/15,An act relating to yielding to public transit buses,,
S.126,2015,3/11/15,An act relating to an occupancy fee,,
S.124,2015,3/11/15,An act relating to expanding the scope of practice of Level II certified law enforcement officers,,
S.125,2015,3/11/15,An act relating to prevention of double taxation of retirement benefits from other states,,
H.478,2015,3/12/15,An act relating to approval of the adoption and codification of the charter of the Town of Royalton,M-5,Government & Public Affairs
S.132,2015,3/12/15,An act relating to the prohibition of conversion therapy on minors,138,?
H.477,2015,3/12/15,An act relating to miscellaneous amendments to election law,30,Government & Public Affairs
S.127,2015,3/12/15,An act relating to a study regarding massage therapy licensure,,
S.133,2015,3/12/15,An act relating to an employee's use of benefits,,
S.128,2015,3/12/15,An act relating to bias regarding sexual orientation or gender identity in criminal proceedings,,
S.131,2015,3/12/15,An act relating to disclosure of a business's campaign finance expenditures,,
H.479,2015,3/12/15,An act relating to establishing the Southern Vermont Economic Development Zone,,
H.476,2015,3/12/15,"An act relating to offender counseling, services, and programming",,
S.129,2015,3/12/15,An act relating to requiring the Governor to submit a consolidated information technology funding plan and to create a Special Committee on the Utilization of Information Technology in Government,,
S.130,2015,3/12/15,An act relating to the repeal of the delinquent property tax penalty,,
H.482,2015,3/13/15,An act relating to principle-based valuation for life insurance reserves and a standard nonforfeiture law for life insurance policies,63,Insurance
H.480,2015,3/13/15,An act relating to making miscellaneous technical and other amendments to education laws,48,Education
S.135,2015,3/13/15,An act relating to expanding the responsibilities of the Green Mountain Care Board,,
S.136,2015,3/13/15,An act relating to licensing and regulating applied behavior analysts and their assistants,,
H.481,2015,3/13/15,An act relating to supporting health care initiatives and establishing payroll and sugar-sweetened beverage taxes,,
S.134,2015,3/13/15,An act relating to water quality improvement,,
S.139,2015,3/17/15,An act relating to health care,54,Health Care
S.138,2015,3/17/15,An act relating to promoting economic development,51,?
H.484,2015,3/17/15,An act relating to miscellaneous agricultural subjects,39,Agriculture
S.141,2015,3/17/15,An act relating to possession of firearms,14,Gun
H.483,2015,3/17/15,An act relating to home improvement fraud,13,Real Estate
H.486,2015,3/17/15,An act designating the Honor and Remember Flag as a State flag,,
S.140,2015,3/17/15,An act relating to a Vermont false claims act,,
H.487,2015,3/17/15,An act relating to direct enrollment in Exchange plans and to presuit mediation in medical malpractice claims,,
S.137,2015,3/17/15,An act relating to penalties for selling and dispensing marijuana,,
S.142,2015,3/17/15,An act relating to portability of Vermont Student Assistance Corporation grants and scholarships,,
H.485,2015,3/17/15,An act relating to the Agricultural and Rural Heritage Special Fund,,
S.143,2015,3/18/15,An act relating to protecting employees from abuse at work,,
H.488,2015,3/19/15,An act relating to the State's Transportation Program and miscellaneous changes to laws related to transportation,40,Transportation
S.145,2015,3/19/15,An act relating to expanding eligibility and work incentives for the Medicaid for Working Persons with Disabilities program,,
S.144,2015,3/19/15,An act relating to winter tires on rental cars,,
H.490,2015,3/24/15,An act relating to making appropriations for the support of government,58,Government & Public Affairs
H.489,2015,3/24/15,An act relating to revenue,57,Government & Public Affairs
H.492,2015,3/26/15,An act relating to capital construction and State bonding,26,Government & Public Affairs
H.491,2015,3/26/15,An act relating to video slot machines in service members' clubs,,
H.494,2015,3/27/15,An act relating to approval of the adoption and codification of the charter of the Town of Weybridge,M-9,Government & Public Affairs
H.493,2015,3/27/15,An act relating to solid waste management,,
H.495,2015,3/31/15,An act relating to the session schedule of the General Assembly,,
H.496,2015,4/2/15,An act relating to approval of the adoption and codification of the charter of the Town of West Fairlee,M-6,Government & Public Affairs
H.497,2015,4/3/15,An act relating to approval of amendments to the charter of the Town of Colchester,M-10,Government & Public Affairs
H.498,2015,4/3/15,An act relating to banning the sale of toxic wood flooring,,
H.499,2015,4/8/15,An act relating to approval of the adoption and codification of the charter of the Town of Salisbury,M-11,Government & Public Affairs
S.146,2015,4/9/15,An act relating to the exemption of materials needed to make tree bark mulch from Vermont's sales and use tax,,
S.147,2015,4/9/15,An act relating to the exemption tree bark mulch intended for resale from Vermont's sales and use tax,,
H.500,2015,4/14/15,An act relating to appurtenant dwelling units under the use value appraisal program,,
H.501,2015,4/15/15,An act relating to coverage for complementary and alternative health care services,,
S.148,2015,4/15/15,An act relating to electric generation facilities and municipal and regional recommendations,,
S.149,2015,4/15/15,An act relating to the interstate Health Care Compact,,
H.502,2015,4/16/15,An act relating to prohibition of alcoholic beverages,,
H.503,2015,4/17/15,An act relating to approval of amendments to the charter of the City of Burlington,M-7,Government & Public Affairs
H.504,2015,4/21/15,An act relating to approval of the adoption and codification of the charter of the Town of Waitsfield,M-8,Government & Public Affairs
S.150,2015,4/21/15,An act relating to the Vermont Spay Neuter Incentive Program,,
S.151,2015,4/22/15,An act relating to Medicaid reimbursement for ambulance and emergency medical treatment services,,
S.152,2015,4/22/15,An act relating to whistleblower protection for State employees,,
H.505,2015,4/29/15,An act relating to approval of amendments to the charter of the Village of North Bennington,M-13,Government & Public Affairs
H.506,2015,4/29/15,An act relating to clarification of municipal property lien for unsafe structures,,
H.508,2015,5/1/15,An act relating to approval of amendments to the charter of the Town of Middlebury,M-12,Government & Public Affairs
H.507,2015,5/1/15,An act relating to eligibility for economic development in impaired waters of the State,,
H.509,2015,5/7/15,An act relating to prohibiting smoking outside apartment buildings,,
S.243,2016,1/5/16,An act relating to combating opioid abuse in Vermont,173,Health Care
S.183,2016,1/5/16,An act relating to permanency for children in the child welfare system,170,Children & Youth
S.155,2016,1/5/16,An act relating to privacy protection and a code of administrative rules,169,?
S.216,2016,1/5/16,An act relating to prescription drugs,165,Pharmaceuticals
S.215,2016,1/5/16,An act relating to the regulation of vision insurance plans,164,Health Care
S.174,2016,1/5/16,An act relating to a model State policy for use of body cameras by law enforcement officers,163,Civil & Criminal Justice
S.255,2016,1/5/16,"An act relating to regulation of hospitals, health insurers, and managed care organizations",152,Health Care
S.214,2016,1/5/16,An act relating to large group insurance,151,Insurance
S.250,2016,1/5/16,An act relating to alcoholic beverages,144,Alcohol
S.245,2016,1/5/16,An act relating to notice to patients of new health care provider affiliations,143,Health Care
S.224,2016,1/5/16,An act relating to warranty obligations of equipment dealers and suppliers,142,?
S.190,2016,1/5/16,An act relating to maintaining prescription drugs outside the original prescription container,141,Pharmaceuticals
S.171,2016,1/5/16,An act relating to eligibility for pretrial risk assessment and needs screening,140,Civil & Criminal Justice
S.157,2016,1/5/16,An act relating to breast density notification and education,139,Health Care
S.257,2016,1/5/16,An act relating to residential rental agreements,126,Real Estate
S.212,2016,1/5/16,An act relating to court-approved absences from home detention and home confinement furlough,125,CIvil & Criminal Justice
S.198,2016,1/5/16,An act relating to the Government Accountability Committee and the annual report on the State's population-level outcomes,124,Government & Public Affairs
S.256,2016,1/5/16,An act relating to extending the moratorium on home health agency certificates of need,117,?
S.189,2016,1/5/16,An act relating to foster parents' rights and protections,116,Children & Youth
S.176,2016,1/5/16,An act relating to disclosure of compliance with accessibility standards in the sale of residential construction,115,Accessibility
H.517,2016,1/5/16,An act relating to the classification of State waters,79,Environment
S.233,2016,1/5/16,An act relating to amending Act 46,65,?
S.234,2016,1/5/16,An act relating to a candidate's constitutional qualifications for office,,
S.195,2016,1/5/16,An act relating to a study on whether to require large buildings to install solar generation,,
H.514,2016,1/5/16,An act relating to a Wildlife Management and Conservation Stamp for the taking of fish or wildlife,,
S.258,2016,1/5/16,An act relating to access to treatment for patients with a terminal illness,,
H.512,2016,1/5/16,An act relating to adequate shelter of dogs and cats,,
S.158,2016,1/5/16,An act relating to amendments to Act 46 and transferring the property and debt of merged districts,,
S.161,2016,1/5/16,An act relating to an exemption from the motorcycle helmet law for parade participants,,
H.515,2016,1/5/16,An act relating to application of the lake shoreland protection standards to the Connecticut River reservoirs,,
S.218,2016,1/5/16,An act relating to automobile minimum liability coverage,,
S.210,2016,1/5/16,An act relating to banning industrial wind,,
S.207,2016,1/5/16,An act relating to compassionate release and parole eligibility,,
S.229,2016,1/5/16,An act relating to conservation at interstate interchanges and protecting settlement patterns,,
S.162,2016,1/5/16,An act relating to creating a system for public-private partnerships,,
S.222,2016,1/5/16,An act relating to creating a wood energy forester position,,
S.175,2016,1/5/16,An act relating to creating an education property tax that is adjusted by income for all taxpayers,,
S.228,2016,1/5/16,An act relating to creating an exemption from the statewide education property tax for nonprofit Level III residential homes,,
S.166,2016,1/5/16,An act relating to cross-promoting development incentives and state policy goals,,
S.193,2016,1/5/16,An act relating to decedents' estates,,
S.244,2016,1/5/16,An act relating to determining hospital costs,,
S.226,2016,1/5/16,An act relating to energy facility siting,,
S.236,2016,1/5/16,An act relating to ensuring that roofs of new construction are solar-ready,,
S.247,2016,1/5/16,An act relating to equal pay,,
S.159,2016,1/5/16,An act relating to establishing a regenerative agriculture certification program,,
S.184,2016,1/5/16,An act relating to establishing a State Ethics Commission,,
S.165,2016,1/5/16,An act relating to fair employment practices,,
S.208,2016,1/5/16,An act relating to gradually increasing the mandatory age of school attendance,,
S.186,2016,1/5/16,An act relating to health insurance coverage for the early refill of prescription eye drops,,
S.246,2016,1/5/16,An act relating to hunting licenses for minors,,
S.231,2016,1/5/16,An act relating to immunity from liability for agritourism activities,,
S.230,2016,1/5/16,An act relating to improving the siting of energy projects,,
S.168,2016,1/5/16,An act relating to incentives for lower education spending,,
S.180,2016,1/5/16,An act relating to increasing General Fund appropriations to the Vermont State Colleges,,
S.238,2016,1/5/16,An act relating to intermunicipal insurance agreements for health care,,
S.153,2016,1/5/16,An act relating to jurors' fees,,
S.221,2016,1/5/16,An act relating to law enforcement officers,,
S.201,2016,1/5/16,An act relating to limitations on prescriptions for opioids,,
S.192,2016,1/5/16,An act relating to Medicaid rates for home- and community-based service providers,,
S.225,2016,1/5/16,An act relating to miscellaneous changes to laws related to motor vehicles,,
S.237,2016,1/5/16,"An act relating to miscellaneous timber harvesting, forestry, and State lands issues",,
S.232,2016,1/5/16,An act relating to municipally owned hydroelectric plants,,
S.196,2016,1/5/16,An act relating to nutrition procurement standards for State government and the Agency of Human Services' contracts with providers,,
S.160,2016,1/5/16,An act relating to operation of all-terrain vehicles along State highways,,
S.254,2016,1/5/16,An act relating to paid family leave,,
S.213,2016,1/5/16,An act relating to parental leave insurance benefits,,
S.206,2016,1/5/16,"An act relating to probation, parole, and furlough conditions",,
S.178,2016,1/5/16,An act relating to proportional appropriations from the Higher Education Endowment Trust Fund,,
S.240,2016,1/5/16,An act relating to protecting the credit of a minor child,,
S.239,2016,1/5/16,An act relating to public events and tent safety,,
S.197,2016,1/5/16,An act relating to radon testing in schools,,
H.510,2016,1/5/16,An act relating to regulating cut-through traffic on class 3 and 4 town highways,,
S.223,2016,1/5/16,An act relating to regulating fantasy sports contests,,
S.241,2016,1/5/16,An act relating to regulation of marijuana,,
H.513,2016,1/5/16,An act relating to repealing the option to choose Public Service Board approval of a telecommunications facility,,
S.156,2016,1/5/16,An act relating to requiring an evaluation of the effectiveness of Vermont's tax expenditures,,
S.164,2016,1/5/16,An act relating to sales of malt beverages by manufacturers,,
S.191,2016,1/5/16,An act relating to siting of wind generation facilities,,
S.204,2016,1/5/16,An act relating to siting renewable electric generation,,
S.259,2016,1/5/16,An act relating to smoke-free rental housing,,
S.203,2016,1/5/16,An act relating to sport shooting ranges and Act 250,,
S.194,2016,1/5/16,An act relating to student expulsion and suspension as a last resort,,
S.187,2016,1/5/16,An act relating to suspending public officials with pay by legislative bodies,,
S.185,2016,1/5/16,An act relating to termination of parental rights,,
S.202,2016,1/5/16,"An act relating to the Agency of Agriculture, Food and Markets establishing a universal meals pilot project under the Farm-to-School Program",,
S.209,2016,1/5/16,An act relating to the Attorney General and ratepayer advocacy,,
S.249,2016,1/5/16,An act relating to the authority of a unified union school district meeting certain conditions to operate a school and pay tuition,,
S.251,2016,1/5/16,An act relating to the Commissioner of Liquor Control and the Liquor Control Board,,
S.219,2016,1/5/16,An act relating to the deferral of property taxes for taxpayers 65 years of age or older,,
S.182,2016,1/5/16,An act relating to the disclosure of a grand jury decision involving actions committed by a law enforcement officer,,
H.511,2016,1/5/16,An act relating to the establishment of speed limits on town highways,,
S.227,2016,1/5/16,"An act relating to the evidentiary rules governing proceedings concerning a child or person with a psychiatric, intellectual, or developmental disability who is a victim of an offense involving bodily injury or serious bodily injury",,
S.177,2016,1/5/16,An act relating to the funding of the Higher Education Endowment Trust Fund,,
S.199,2016,1/5/16,An act relating to the invalidity of residential rental agreements that prohibit the tenant from possessing firearms on the premises,,
S.188,2016,1/5/16,An act relating to the licensure of speech-language pathologists and audiologists,,
S.253,2016,1/5/16,An act relating to the manufacture of fortified wines,,
S.170,2016,1/5/16,An act relating to the Open Meeting Law,,
S.235,2016,1/5/16,"An act relating to the prescription, maintenance, and use of epinephrine auto-injectors",,
S.220,2016,1/5/16,An act relating to the public financing of campaigns,,
S.167,2016,1/5/16,An act relating to the role of social service providers in accountable care organizations,,
S.169,2016,1/5/16,An act relating to the Rozo McLaughlin Farm-to-School Program,,
S.252,2016,1/5/16,An act relating to the sale of lottery products,,
S.163,2016,1/5/16,An act relating to the sale of malt beverages in growlers,,
S.242,2016,1/5/16,An act relating to the service of civil process by a constable,,
S.181,2016,1/5/16,An act relating to the State's financial support of the Vermont State Colleges,,
S.217,2016,1/5/16,An act relating to the State's organization of professional regulation,,
H.516,2016,1/5/16,An act relating to the transfer of assets and debt belonging to merging school districts,,
S.172,2016,1/5/16,An act relating to the use of colored lights on fire department and emergency service vehicles,,
S.200,2016,1/5/16,An act relating to the use of neonicotinoid pesticides,,
S.179,2016,1/5/16,An act relating to the use of Vermont Student Assistance Corporation grants and scholarships,,
S.211,2016,1/5/16,An act relating to the Vermont Commission on Employee Misclassification,,
S.248,2016,1/5/16,An act relating to truancy and school discipline and student offense reporting requirements,,
S.173,2016,1/5/16,An act relating to volunteer and municipal immunity,,
PR.6,2016,1/5/16,Elections; Governor; four-year term of office,,
H.518,2016,1/6/16,An act relating to the membership of the Clean Water Fund Board,,
H.519,2016,1/7/16,An act relating to approval of the adoption and codification of the charter of the Town of Brandon,M-14,Government & Public Affairs
H.524,2016,1/7/16,An act relating to seeking a waiver to permit businesses to continue to purchase Exchange plans directly from insurers,67,Insurance
H.520,2016,1/7/16,An act relating to adding acupuncture to a physician's scope of practice,,
H.522,2016,1/7/16,An act relating to establishing an Office of the Child Protection Advocate,,
H.525,2016,1/7/16,An act relating to municipal authority to establish speed limits,,
H.526,2016,1/7/16,An act relating to the Commissioner of Liquor Control and the Liquor Control Board,,
H.523,2016,1/7/16,"An act relating to the evidentiary rules governing proceedings concerning a child or person with a psychiatric, intellectual, or developmental disability who is a victim of an offense involving bodily injury or serious bodily injury",,
H.521,2016,1/7/16,An act relating to the Government Accountability Committee and the annual report on the State's population-level outcomes,,
H.533,2016,1/8/16,An act relating to victims' rights and animal welfare,155,Environment
H.529,2016,1/8/16,An act relating to State aid for school construction repayment obligations,93,?
H.530,2016,1/8/16,An act relating to categorization of State contracts for service,78,?
H.531,2016,1/8/16,An act relating to aboveground storage tanks,76,Environment
H.527,2016,1/8/16,An act relating to amended distracted driving laws,,
H.532,2016,1/8/16,An act relating to foster parents' right to intervene in CHINS proceedings,,
H.528,2016,1/8/16,An act relating to the creation of a fund for fish and wildlife access areas,,
H.539,2016,1/12/16,An act relating to establishment of a Pollinator Protection Committee,83,Environment
H.538,2016,1/12/16,An act relating to captive insurance companies,74,Insurance
H.541,2016,1/12/16,An act relating to allocation of fine proceeds from enforcement of the State's distracted driving laws,,
H.545,2016,1/12/16,An act relating to chains or barriers across ways used for vehicular travel,,
H.535,2016,1/12/16,An act relating to health insurance coverage for the early refill of prescription eye drops,,
H.534,2016,1/12/16,An act relating to home detention and home confinement furlough,,
H.543,2016,1/12/16,An act relating to insurance coverage for telemedicine services delivered in or outside a health care facility,,
H.546,2016,1/12/16,An act relating to licensing and regulating art therapists,,
H.542,2016,1/12/16,An act relating to motor-assisted bicycles,,
H.540,2016,1/12/16,An act relating to residential rental agreements,,
H.536,2016,1/12/16,An act relating to the burden of proof for reduction of murder charge to manslaughter,,
H.537,2016,1/12/16,An act relating to the disclosure of information to landlords,,
H.544,2016,1/12/16,An act relating to the powers of the boards of abatement,,
H.548,2016,1/13/16,An act relating to extraordinary dividends for life insurers,70,Insurance
H.554,2016,1/13/16,An act relating to charges for access to health care records,,
H.549,2016,1/13/16,An act relating to clarifying items subject to the law governing scrap metal processors,,
H.553,2016,1/13/16,An act relating to conditions for eligibility to receive enhanced tax incentives under Act 46,,
H.555,2016,1/13/16,An act relating to proceedings involving persons found incompetent to stand trial,,
H.556,2016,1/13/16,An act relating to raising the education spending thresholds for fiscal year 2017,,
H.550,2016,1/13/16,An act relating to structured settlements,,
H.551,2016,1/13/16,An act relating to supporting employee ownership of Vermont businesses,,
H.547,2016,1/13/16,An act relating to the bylaws of a cooperative insurance corporation,,
H.552,2016,1/13/16,An act relating to threatened and endangered species,,
H.559,2016,1/14/16,An act relating to an exemption from licensure for visiting team physicians,94,Health Care
H.561,2016,1/14/16,An act relating to deed restrictions and common interest properties,,
H.558,2016,1/14/16,An act relating to encouraging solar generation on impervious surfaces,,
H.557,2016,1/14/16,An act relating to establishing a State Ethics Commission,,
H.560,2016,1/14/16,An act relating to traffic safety,,
H.562,2016,1/15/16,An act relating to professions and occupations regulated by the Office of Professional Regulation and to the review of professional regulation,156,Labor Issues
H.571,2016,1/15/16,"An act relating to driver's license suspensions and judicial, criminal justice, and insurance topics",147,Civil & Criminal Justice
H.570,2016,1/15/16,"An act relating to hunting, fishing, and trapping",145,Environment
H.565,2016,1/15/16,An act relating to United Methodist Church property,72,Real Estate
H.568,2016,1/15/16,An act relating to approval of an amendment to the charter of the City of Burlington prohibiting possession of firearms on premises where alcohol is licensed to be served,,
H.567,2016,1/15/16,An act relating to approval of an amendment to the charter of the City of Burlington regarding police confiscation of deadly or dangerous weapons,,
H.566,2016,1/15/16,An act relating to approval of an amendment to the charter of the City of Burlington requiring firearms to be locked in safe storage depositories or placed in locking devices,,
H.564,2016,1/15/16,An act relating to law enforcement officers,,
H.563,2016,1/15/16,An act relating to legislative approval for Medicare waivers,,
H.569,2016,1/15/16,An act relating to regulating blighted properties,,
H.572,2016,1/15/16,An act relating to the Commissioner of Liquor Control and liquor control investigators,,
H.577,2016,1/19/16,An act relating to voter approval of electricity purchases by municipalities and electric cooperatives,130,Energy
H.580,2016,1/19/16,An act relating to conservation easements,84,Environment
H.575,2016,1/19/16,An act relating to eliminating the role of town service officers in administering General Assistance benefits,71,Government & Public Affairs
H.576,2016,1/19/16,An act relating to a 10-year statute of repose for actions arising out of improvements to real property,,
H.579,2016,1/19/16,An act relating to expanding the ability of a unified union district to operate and pay tuition,,
H.573,2016,1/19/16,An act relating to insurance coverage for medically necessary services delivered by acupuncturists,,
H.581,2016,1/19/16,An act relating to municipal directional signs to designated centers,,
H.578,2016,1/19/16,An act relating to potable water supply and wastewater system permits,,
H.582,2016,1/19/16,An act relating to requiring braille menus at Vermont restaurants,,
H.574,2016,1/19/16,An act relating to the Vermont Economic Development Authority,,
H.583,2016,1/20/16,An act relating to amending 2015 Acts and Resolves No. 46,,
H.588,2016,1/20/16,An act relating to an extended producer responsibility program for unused prescription drugs,,
H.587,2016,1/20/16,An act relating to authorizing the use of a light to hunt coyotes,,
H.589,2016,1/20/16,An act relating to banning industrial wind,,
H.586,2016,1/20/16,An act relating to divesting the Vermont retirement systems' assets from companies that earn more than half their revenue from coal mining,,
H.585,2016,1/20/16,"An act relating to lobbying, gifts, and political contributions",,
H.584,2016,1/20/16,"An act relating to miscellaneous timber harvesting, forestry, and State lands issues",,
H.593,2016,1/20/16,An act relating to Quechee Gorge Bridge safety measures,,
H.590,2016,1/20/16,An act relating to survivor benefits for law enforcement officers,,
H.591,2016,1/20/16,An act relating to the display of year of manufacture license plates,,
H.592,2016,1/20/16,An act relating to the use of transportation revenues for transportation purposes,,
H.595,2016,1/21/16,An act relating to potable water supplies from surface waters,154,Environment
H.610,2016,1/21/16,An act relating to clarifying the Clean Water State Revolving Fund and Water Pollution Control Grant Programs,103,Environment
H.608,2016,1/21/16,An act relating to solid waste management,95,Environment
H.611,2016,1/21/16,An act relating to fiscal year 2016 budget adjustments,68,Government & Public Affairs
H.601,2016,1/21/16,An act relating to allowing municipalities to retain certain types of education funding when the school district in that town merges,,
H.602,2016,1/21/16,An act relating to application of the solid waste franchise tax,,
H.600,2016,1/21/16,An act relating to cemetery fencing,,
H.599,2016,1/21/16,An act relating to increasing public notice and information on proposed energy facilities before applications are filed,,
H.607,2016,1/21/16,An act relating to increasing the cumulative net metering system cap,,
H.596,2016,1/21/16,An act relating to local land use regulation of electric generation facilities,,
H.603,2016,1/21/16,An act relating to mortgage lending,,
H.597,2016,1/21/16,An act relating to Public Service Board consideration of municipal land use plans and bylaws,,
H.606,2016,1/21/16,An act relating to relief from the settlement patterns criterion due to physical site constraints,,
H.604,2016,1/21/16,An act relating to requirements for older drivers to obtain or renew operator's licenses,,
H.594,2016,1/21/16,An act relating to side-by-side RED qualification,,
H.605,2016,1/21/16,An act relating to the municipal role in Public Service Board telecommunications siting,,
H.598,2016,1/21/16,An act relating to the right to participate in Public Service Board siting proceedings,,
H.609,2016,1/21/16,An act relating to water supply rates,,
H.620,2016,1/22/16,An act relating to health insurance and Medicaid coverage for contraceptives,120,Health Care
H.625,2016,1/22/16,An act relating to extending the exemption from encumbrance on title of properties subject to a pretransition stormwater permit,73,Environment
H.618,2016,1/22/16,An act relating to group life insurance,,
H.614,2016,1/22/16,An act relating to murder and manslaughter,,
H.615,2016,1/22/16,An act relating to National and State Park special registration plates,,
H.622,2016,1/22/16,An act relating to obligations for reporting child abuse and neglect and cooperating in investigations of child abuse and neglect,,
H.623,2016,1/22/16,An act relating to parole eligibility,,
H.613,2016,1/22/16,An act relating to preventing child identity theft,,
